title,genres,year,rating,language,clean_title,source,movieId
Big Fat Liar,"children & family movies, comedies",2002,0.0,Mixed,big fat liar,netflix_titles.csv,10107.0
Big Kill,action & adventure,2018,0.0,Mixed,big kill,netflix_titles.csv,10108.0
Big Time,documentaries,2017,0.0,Mixed,big time,netflix_titles.csv,10109.0
Bigger Fatter Liar,"children & family movies, comedies",2017,0.0,Mixed,bigger fatter liar,netflix_titles.csv,10110.0
Biggie & Tupac,"documentaries, music & musicals",2002,0.0,Mixed,biggie  tupac,netflix_titles.csv,10111.0
Bill Burr: Let It Go,stand-up comedy,2010,0.0,Mixed,bill burr let it go,netflix_titles.csv,10112.0
Billy Elliot,"dramas, independent movies, international movies",2000,0.0,Mixed,billy elliot,netflix_titles.csv,10113.0
Billy Graham: An Extraordinary Journey,"documentaries, faith & spirituality",2018,0.0,Mixed,billy graham an extraordinary journey,netflix_titles.csv,10114.0
Bilu Rakkhosh,"dramas, international movies",2017,0.0,Mixed,bilu rakkhosh,netflix_titles.csv,10115.0
Bioscope,"dramas, international movies, lgbtq movies",2015,0.0,Mixed,bioscope,netflix_titles.csv,10116.0
Birthmarked,"comedies, independent movies, international movies",2018,0.0,Mixed,birthmarked,netflix_titles.csv,10117.0
Bitch,"comedies, dramas, independent movies",2017,0.0,Mixed,bitch,netflix_titles.csv,10118.0
Bitcoin Heist,"action & adventure, comedies, international movies",2016,0.0,Mixed,bitcoin heist,netflix_titles.csv,10119.0
Bitten,"international tv shows, tv dramas, tv horror",2016,0.0,Mixed,bitten,netflix_titles.csv,10120.0
Bitter Daisies,"crime tv shows, international tv shows, tv dramas",2018,0.0,Mixed,bitter daisies,netflix_titles.csv,10121.0
Bittoo Boss,"comedies, dramas, international movies",2012,0.0,Mixed,bittoo boss,netflix_titles.csv,10122.0
Black & Privileged: Volume 1,dramas,2019,0.0,Mixed,black  privileged volume 1,netflix_titles.csv,10123.0
Black Hawk Down,"action & adventure, dramas",2001,0.0,Mixed,black hawk down,netflix_titles.csv,10124.0
Black Heart,"crime tv shows, international tv shows, tv dramas",2014,0.0,Mixed,black heart,netflix_titles.csv,10125.0
Black Man White Skin,"documentaries, international movies",2015,0.0,Mixed,black man white skin,netflix_titles.csv,10126.0
Black Panther,"action & adventure, sci-fi & fantasy",2018,0.0,Mixed,black panther,netflix_titles.csv,10127.0
Black Site Delta,action & adventure,2017,0.0,Mixed,black site delta,netflix_titles.csv,10128.0
Black Snake Moan,"dramas, independent movies",2007,0.0,Mixed,black snake moan,netflix_titles.csv,10129.0
Black Snow,"dramas, international movies, thrillers",2017,0.0,Mixed,black snow,netflix_titles.csv,10130.0
Blackfish,documentaries,2013,0.0,Mixed,blackfish,netflix_titles.csv,10131.0
Blackway,thrillers,2015,0.0,Mixed,blackway,netflix_titles.csv,10132.0
Blaze,"dramas, independent movies, music & musicals",2018,0.0,Mixed,blaze,netflix_titles.csv,10133.0
Bleed for This,"dramas, sports movies",2016,0.0,Mixed,bleed for this,netflix_titles.csv,10134.0
Blinky Bill: The Movie,children & family movies,2015,0.0,Mixed,blinky bill the movie,netflix_titles.csv,10135.0
Blockbuster,"comedies, independent movies, international movies",2017,0.0,Mixed,blockbuster,netflix_titles.csv,10136.0
Blood & Treasures,"international tv shows, tv dramas, tv sci-fi & fantasy",2016,0.0,Mixed,blood  treasures,netflix_titles.csv,10137.0
Blood Father,"action & adventure, international movies",2016,0.0,Mixed,blood father,netflix_titles.csv,10138.0
Blow,dramas,2001,0.0,Mixed,blow,netflix_titles.csv,10139.0
Blue Is the Warmest Color,"dramas, independent movies, international movies",2013,0.0,Mixed,blue is the warmest color,netflix_titles.csv,10140.0
Blue Jasmine,"comedies, dramas, independent movies",2013,0.0,Mixed,blue jasmine,netflix_titles.csv,10141.0
Blue Mountain State: The Rise of Thadland,comedies,2016,0.0,Mixed,blue mountain state the rise of thadland,netflix_titles.csv,10142.0
Blue Planet II,"british tv shows, docuseries, science & nature tv",2017,0.0,Mixed,blue planet ii,netflix_titles.csv,10143.0
Blue Ruin,"independent movies, thrillers",2013,0.0,Mixed,blue ruin,netflix_titles.csv,10144.0
Blue Streak,"action & adventure, comedies",1999,0.0,Mixed,blue streak,netflix_titles.csv,2860.0
Blue Valentine,"dramas, independent movies, romantic movies",2010,0.0,Mixed,blue valentine,netflix_titles.csv,10145.0
Blurred Lines: Inside the Art World,documentaries,2017,0.0,Mixed,blurred lines inside the art world,netflix_titles.csv,10146.0
Bob Lazar: Area 51 & Flying Saucers,documentaries,2018,0.0,Mixed,bob lazar area 51  flying saucers,netflix_titles.csv,10147.0
Bob Ross: Beauty Is Everywhere,tv shows,1991,0.0,Mixed,bob ross beauty is everywhere,netflix_titles.csv,10148.0
Bob's Broken Sleigh,children & family movies,2015,0.0,Mixed,bobs broken sleigh,netflix_titles.csv,10149.0
Bobbi Jene,documentaries,2017,0.0,Mixed,bobbi jene,netflix_titles.csv,10150.0
Bobby,"classic movies, dramas, international movies",1973,0.0,Mixed,bobby,netflix_titles.csv,10151.0
Bobby Robson: More Than a Manager,"documentaries, international movies, sports movies",2018,0.0,Mixed,bobby robson more than a manager,netflix_titles.csv,10152.0
Bobby Sands: 66 Days,documentaries,2016,0.0,Mixed,bobby sands 66 days,netflix_titles.csv,10153.0
Bokeh,"dramas, independent movies, sci-fi & fantasy",2017,0.0,Mixed,bokeh,netflix_titles.csv,10154.0
Bolt,"children & family movies, comedies",2008,0.0,Mixed,bolt,netflix_titles.csv,10155.0
Bombshell: The Hedy Lamarr Story,documentaries,2017,0.0,Mixed,bombshell the hedy lamarr story,netflix_titles.csv,10156.0
Bon Bini Holland,"comedies, international movies",2015,0.0,Mixed,bon bini holland,netflix_titles.csv,10157.0
Bondi Rescue,reality tv,2016,0.0,Mixed,bondi rescue,netflix_titles.csv,10158.0
Bonnie and Clyde,"action & adventure, classic movies, dramas",1967,0.0,Mixed,bonnie and clyde,netflix_titles.csv,1084.0
Boom,"action & adventure, dramas, international movies",2003,0.0,Mixed,boom,netflix_titles.csv,10159.0
Border Patrol,reality tv,2016,0.0,Mixed,border patrol,netflix_titles.csv,10160.0
Borderline,"british tv shows, tv comedies",2017,0.0,Mixed,borderline,netflix_titles.csv,10161.0
Born Strong,"documentaries, sports movies",2017,0.0,Mixed,born strong,netflix_titles.csv,10162.0
Born to Be Free,"documentaries, international movies",2016,0.0,Mixed,born to be free,netflix_titles.csv,10163.0
Botched Up Bodies,"british tv shows, docuseries, international tv shows",2013,0.0,Mixed,botched up bodies,netflix_titles.csv,10164.0
Bottom of the World,"dramas, independent movies, thrillers",2017,0.0,Mixed,bottom of the world,netflix_titles.csv,10165.0
Boy and the World,children & family movies,2013,0.0,Mixed,boy and the world,netflix_titles.csv,10166.0
Boy Bye,"comedies, romantic movies",2016,0.0,Mixed,boy bye,netflix_titles.csv,10167.0
Brain Games,"docuseries, science & nature tv",2016,0.0,Mixed,brain games,netflix_titles.csv,10168.0
Brampton's Own,"dramas, romantic movies, sports movies",2018,0.0,Mixed,bramptons own,netflix_titles.csv,10169.0
Bratz: The Movie,"children & family movies, comedies",2007,0.0,Mixed,bratz the movie,netflix_titles.csv,10170.0
Brave Miss World,"crime tv shows, docuseries",2013,0.0,Mixed,brave miss world,netflix_titles.csv,10171.0
Brave New Jersey,"comedies, independent movies",2016,0.0,Mixed,brave new jersey,netflix_titles.csv,10172.0
Braxton Family Values,reality tv,2014,0.0,Mixed,braxton family values,netflix_titles.csv,10173.0
Breaking Free,"documentaries, international movies, lgbtq movies",2015,0.0,Mixed,breaking free,netflix_titles.csv,10174.0
Breath,"dramas, sports movies",2018,0.0,Mixed,breath,netflix_titles.csv,10175.0
Brick,"independent movies, thrillers",2005,0.0,Mixed,brick,netflix_titles.csv,10176.0
Bring It On: Worldwide Showdown,comedies,2017,0.0,Mixed,bring it on worldwide showdown,netflix_titles.csv,10177.0
Bringing Sexy Back,"international tv shows, reality tv",2015,0.0,Mixed,bringing sexy back,netflix_titles.csv,10178.0
Brooklyn's Finest,"dramas, thrillers",2009,0.0,Mixed,brooklyns finest,netflix_titles.csv,10179.0
Brotherhood of Blades II: The Infernal Battlefield,"action & adventure, international movies",2017,0.0,Mixed,brotherhood of blades ii the infernal battlefield,netflix_titles.csv,10180.0
Brown Nation,tv comedies,2016,0.0,Mixed,brown nation,netflix_titles.csv,10181.0
Bruno and Boots: Go Jump in the Pool,"children & family movies, comedies",2016,0.0,Mixed,bruno and boots go jump in the pool,netflix_titles.csv,10182.0
Bruno and Boots: The Wizzle War,"children & family movies, comedies",2017,0.0,Mixed,bruno and boots the wizzle war,netflix_titles.csv,10183.0
Bruno and Boots: This Can't Be Happening at Macdonald Hall,"children & family movies, comedies",2017,0.0,Mixed,bruno and boots this cant be happening at macdonald hall,netflix_titles.csv,10184.0
Buddha,"international tv shows, tv dramas",2013,0.0,Mixed,buddha,netflix_titles.csv,10185.0
Bugs,"documentaries, international movies",2016,0.0,Mixed,bugs,netflix_titles.csv,10186.0
Bullitt County,"independent movies, thrillers",2018,0.0,Mixed,bullitt county,netflix_titles.csv,10187.0
"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",kids' tv,2017,0.0,Mixed,bure kaam bura natija kyun bhai chacha haan bhatija,netflix_titles.csv,10188.0
Burlesque,"dramas, romantic movies",2010,0.0,Mixed,burlesque,netflix_titles.csv,10189.0
Burlesque: Heart of the Glitter Tribe,documentaries,2017,0.0,Mixed,burlesque heart of the glitter tribe,netflix_titles.csv,10190.0
Burning,"dramas, independent movies, international movies",2018,0.0,Mixed,burning,netflix_titles.csv,10191.0
Burnistoun,"british tv shows, tv comedies",2012,0.0,Mixed,burnistoun,netflix_titles.csv,10192.0
Bushwick,"action & adventure, independent movies",2017,0.0,Mixed,bushwick,netflix_titles.csv,10193.0
Butterfield 8,"classic movies, dramas, romantic movies",1960,0.0,Mixed,butterfield 8,netflix_titles.csv,10194.0
Cézanne et moi,"dramas, independent movies, international movies",2016,0.0,Mixed,czanne et moi,netflix_titles.csv,10195.0
Cabin Fever,"horror movies, thrillers",2016,0.0,Mixed,cabin fever,netflix_titles.csv,10196.0
Cabins in the Wild with Dick Strawbridge,"british tv shows, international tv shows, reality tv",2017,0.0,Mixed,cabins in the wild with dick strawbridge,netflix_titles.csv,10197.0
Cahaya Dari Timur Beta Maluku,"dramas, international movies, sports movies",2014,0.0,Mixed,cahaya dari timur beta maluku,netflix_titles.csv,10198.0
Caida del Cielo,"comedies, international movies, romantic movies",2016,0.0,Mixed,caida del cielo,netflix_titles.csv,10199.0
Cain and Abel,"international tv shows, korean tv shows, romantic tv shows",2009,0.0,Mixed,cain and abel,netflix_titles.csv,10200.0
Cake,"comedies, dramas, international movies",2018,0.0,Mixed,cake,netflix_titles.csv,10201.0
Calendar Girls,"dramas, international movies",2015,0.0,Mixed,calendar girls,netflix_titles.csv,10202.0
Calico Critters,kids' tv,2018,0.0,Mixed,calico critters,netflix_titles.csv,10203.0
Calico Critters: A Town of Dreams,children & family movies,2017,0.0,Mixed,calico critters a town of dreams,netflix_titles.csv,10204.0
Calico Critters: The Treasure of Calico Village,children & family movies,2017,0.0,Mixed,calico critters the treasure of calico village,netflix_titles.csv,10205.0
Call Me Francis,"international tv shows, spanish-language tv shows, tv dramas",2016,0.0,Mixed,call me francis,netflix_titles.csv,10206.0
Camelia la Texana,"crime tv shows, romantic tv shows, spanish-language tv shows",2014,0.0,Mixed,camelia la texana,netflix_titles.csv,10207.0
Camera Store,"comedies, dramas",2016,0.0,Mixed,camera store,netflix_titles.csv,10208.0
Camp Cool Kids,"children & family movies, comedies, dramas",2017,0.0,Mixed,camp cool kids,netflix_titles.csv,10209.0
Camp X,docuseries,2014,0.0,Mixed,camp x,netflix_titles.csv,10210.0
Camp X-Ray,"dramas, independent movies",2014,0.0,Mixed,camp xray,netflix_titles.csv,10211.0
Can We Get Married?,"international tv shows, korean tv shows, romantic tv shows",2012,0.0,Mixed,can we get married,netflix_titles.csv,10212.0
Can't Hardly Wait,"comedies, romantic movies",1998,0.0,Mixed,cant hardly wait,netflix_titles.csv,1895.0
Cannabis,"crime tv shows, international tv shows, tv dramas",2016,0.0,Mixed,cannabis,netflix_titles.csv,10213.0
Capital in the Twenty-First Century,documentaries,2019,0.0,Mixed,capital in the twentyfirst century,netflix_titles.csv,10214.0
Cappuccino,"comedies, dramas, international movies",2017,0.0,Mixed,cappuccino,netflix_titles.csv,10215.0
Cardboard Gangsters,"dramas, international movies",2016,0.0,Mixed,cardboard gangsters,netflix_titles.csv,10216.0
Care Bears: Welcome to Care-a-Lot,kids' tv,2012,0.0,Mixed,care bears welcome to carealot,netflix_titles.csv,10217.0
Caregiver,"dramas, international movies",2008,0.0,Mixed,caregiver,netflix_titles.csv,10218.0
Carol,"dramas, lgbtq movies, romantic movies",2015,0.0,Mixed,carol,netflix_titles.csv,10219.0
Carrie,"classic movies, cult movies, horror movies",1976,0.0,Mixed,carrie,netflix_titles.csv,1345.0
Carriers,"horror movies, sci-fi & fantasy, thrillers",2009,0.0,Mixed,carriers,netflix_titles.csv,10220.0
Casa de mi Padre,comedies,2012,0.0,Mixed,casa de mi padre,netflix_titles.csv,10221.0
Case Closed,"anime series, crime tv shows, tv thrillers",2015,0.0,Mixed,case closed,netflix_titles.csv,10222.0
Casino Royale,action & adventure,2006,0.0,Mixed,casino royale,netflix_titles.csv,10223.0
Casino Tycoon,"action & adventure, dramas, international movies",1992,0.0,Mixed,casino tycoon,netflix_titles.csv,10224.0
Casino Tycoon 2,"action & adventure, dramas, international movies",1992,0.0,Mixed,casino tycoon 2,netflix_titles.csv,10225.0
Castle of Stars,"international tv shows, romantic tv shows, tv comedies",2015,0.0,Mixed,castle of stars,netflix_titles.csv,10226.0
Cat on a Hot Tin Roof,"classic movies, dramas",1958,0.0,Mixed,cat on a hot tin roof,netflix_titles.csv,971.0
Catching the Sun,documentaries,2015,0.0,Mixed,catching the sun,netflix_titles.csv,10227.0
Cats & Dogs: The Revenge of Kitty Galore,"children & family movies, comedies",2010,0.0,Mixed,cats  dogs the revenge of kitty galore,netflix_titles.csv,10228.0
Catwalk: Tales from the Cat Show Circuit,"documentaries, international movies",2018,0.0,Mixed,catwalk tales from the cat show circuit,netflix_titles.csv,10229.0
Cave,"action & adventure, international movies, thrillers",2016,0.0,Mixed,cave,netflix_titles.csv,10230.0
Celluloid Man,"documentaries, international movies",2012,0.0,Mixed,celluloid man,netflix_titles.csv,10231.0
Center Stage,dramas,2000,0.0,Mixed,center stage,netflix_titles.csv,3594.0
Chaar Sahibzaade,"dramas, faith & spirituality, international movies",2014,0.0,Mixed,chaar sahibzaade,netflix_titles.csv,10232.0
Chal Dhar Pakad,"comedies, dramas, international movies",2010,0.0,Mixed,chal dhar pakad,netflix_titles.csv,10233.0
Chal Mere Bhai,"comedies, international movies, romantic movies",2000,0.0,Mixed,chal mere bhai,netflix_titles.csv,10234.0
Chalay Thay Saath,"comedies, dramas, international movies",2017,0.0,Mixed,chalay thay saath,netflix_titles.csv,10235.0
Chandani: The Daughter of the Elephant Whisperer,"documentaries, international movies",2010,0.0,Mixed,chandani the daughter of the elephant whisperer,netflix_titles.csv,10236.0
Change in the Air,dramas,2018,0.0,Mixed,change in the air,netflix_titles.csv,10237.0
Chaotic Love Poems,"dramas, international movies, romantic movies",2016,0.0,Mixed,chaotic love poems,netflix_titles.csv,10238.0
Chappaquiddick,dramas,2017,0.0,Mixed,chappaquiddick,netflix_titles.csv,10239.0
Charlie and the Chocolate Factory,"children & family movies, comedies",2005,0.0,Mixed,charlie and the chocolate factory,netflix_titles.csv,10240.0
Charlie's Angels: Full Throttle,"action & adventure, comedies",2003,0.0,Mixed,charlies angels full throttle,netflix_titles.csv,10241.0
Charlotte's Web,"children & family movies, classic movies",1973,0.0,Mixed,charlottes web,netflix_titles.csv,2137.0
Chashme Buddoor,"comedies, international movies, music & musicals",2013,0.0,Mixed,chashme buddoor,netflix_titles.csv,10242.0
Chasing Amy,"comedies, cult movies, dramas",1997,0.0,Mixed,chasing amy,netflix_titles.csv,1639.0
Chasing Monsters,"docuseries, reality tv, science & nature tv",2016,0.0,Mixed,chasing monsters,netflix_titles.csv,10243.0
Chasing the Dragon,"action & adventure, dramas, international movies",2017,0.0,Mixed,chasing the dragon,netflix_titles.csv,10244.0
Chasing Trane,"documentaries, music & musicals",2016,0.0,Mixed,chasing trane,netflix_titles.csv,10245.0
Chauthi Koot,"dramas, independent movies, international movies",2015,0.0,Mixed,chauthi koot,netflix_titles.csv,10246.0
Cheapest Weddings,"international tv shows, reality tv",2016,0.0,Mixed,cheapest weddings,netflix_titles.csv,10247.0
Cheers,"classic & cult tv, tv comedies",1992,0.0,Mixed,cheers,netflix_titles.csv,10248.0
Chef & My Fridge,"international tv shows, korean tv shows, reality tv",2017,0.0,Mixed,chef  my fridge,netflix_titles.csv,10249.0
Chernobyl Diaries,"horror movies, thrillers",2012,0.0,Mixed,chernobyl diaries,netflix_titles.csv,10250.0
Chewin' the Fat,"british tv shows, tv comedies",1999,0.0,Mixed,chewin the fat,netflix_titles.csv,10251.0
Chewing Gum,"british tv shows, international tv shows, romantic tv shows",2017,0.0,Mixed,chewing gum,netflix_titles.csv,10252.0
Chhota Bheem Aur Kaala Yodha,movies,2018,0.0,Mixed,chhota bheem aur kaala yodha,netflix_titles.csv,10253.0
Chhota Bheem Ka Romani Adventure,children & family movies,2018,0.0,Mixed,chhota bheem ka romani adventure,netflix_titles.csv,10254.0
Chhota Bheem Ka Troll Se Takkar,movies,2018,0.0,Mixed,chhota bheem ka troll se takkar,netflix_titles.csv,10255.0
Chhota Bheem Kungfu Dhamaka,children & family movies,2019,0.0,Mixed,chhota bheem kungfu dhamaka,netflix_titles.csv,10256.0
Chicken Kokkachi,"comedies, international movies",2017,0.0,Mixed,chicken kokkachi,netflix_titles.csv,10257.0
Chicken Little,"children & family movies, comedies",2005,0.0,Mixed,chicken little,netflix_titles.csv,10258.0
Chief Daddy,"comedies, dramas, international movies",2018,0.0,Mixed,chief daddy,netflix_titles.csv,10259.0
Child's Play,"cult movies, horror movies",1988,0.0,Mixed,childs play,netflix_titles.csv,1991.0
Chill with Bob Ross,tv shows,1994,0.0,Mixed,chill with bob ross,netflix_titles.csv,10260.0
China Salesman,"action & adventure, international movies",2017,0.0,Mixed,china salesman,netflix_titles.csv,10261.0
Chingo Bling: They Can't Deport Us All,stand-up comedy,2017,0.0,Mixed,chingo bling they cant deport us all,netflix_titles.csv,10262.0
Chittagong,"dramas, independent movies, international movies",2012,0.0,Mixed,chittagong,netflix_titles.csv,10263.0
Chitty Chitty Bang Bang,"children & family movies, classic movies, comedies",1968,0.0,Mixed,chitty chitty bang bang,netflix_titles.csv,10264.0
Chloe,"independent movies, thrillers",2009,0.0,Mixed,chloe,netflix_titles.csv,10265.0
Chris Brown: Welcome to My Life,"documentaries, music & musicals",2017,0.0,Mixed,chris brown welcome to my life,netflix_titles.csv,10266.0
Christian Mingle,"comedies, faith & spirituality, romantic movies",2014,0.0,Mixed,christian mingle,netflix_titles.csv,10267.0
Christiane Amanpour: Sex & Love Around the World,docuseries,2018,0.0,Mixed,christiane amanpour sex  love around the world,netflix_titles.csv,10268.0
Christmas Crush,"comedies, romantic movies",2012,0.0,Mixed,christmas crush,netflix_titles.csv,10269.0
Christmas in the Smokies,"children & family movies, dramas, romantic movies",2015,0.0,Mixed,christmas in the smokies,netflix_titles.csv,10270.0
Christmas with the Kranks,"children & family movies, comedies",2004,0.0,Mixed,christmas with the kranks,netflix_titles.csv,10271.0
Christopher Robin,"children & family movies, comedies, dramas",2018,0.0,Mixed,christopher robin,netflix_titles.csv,10272.0
Chronicle of an Escape,"dramas, international movies, thrillers",2006,0.0,Mixed,chronicle of an escape,netflix_titles.csv,10273.0
Chuck Chicken,kids' tv,2017,0.0,Mixed,chuck chicken,netflix_titles.csv,10274.0
Chupan Chupai,"comedies, international movies",2017,0.0,Mixed,chupan chupai,netflix_titles.csv,10275.0
Chupke Chupke,"classic movies, comedies, international movies",1975,0.0,Mixed,chupke chupke,netflix_titles.csv,10276.0
Cirque du Freak: The Vampire's Assistant,"action & adventure, horror movies, sci-fi & fantasy",2009,0.0,Mixed,cirque du freak the vampires assistant,netflix_titles.csv,10277.0
City in the Sky,"british tv shows, docuseries, science & nature tv",2016,0.0,Mixed,city in the sky,netflix_titles.csv,10278.0
City of God,"dramas, independent movies, international movies",2002,0.0,Mixed,city of god,netflix_titles.csv,10279.0
City of Tiny Lights,"dramas, international movies, thrillers",2016,0.0,Mixed,city of tiny lights,netflix_titles.csv,10280.0
Civilizations,"british tv shows, docuseries",2018,0.0,Mixed,civilizations,netflix_titles.csv,10281.0
Clarence Clemons: Who Do I Think I Am?,"documentaries, music & musicals",2019,0.0,Mixed,clarence clemons who do i think i am,netflix_titles.csv,10282.0
Clash of the Titans,"action & adventure, sci-fi & fantasy",2010,0.0,Mixed,clash of the titans,netflix_titles.csv,10283.0
Class of '61,dramas,1993,0.0,Mixed,class of 61,netflix_titles.csv,10284.0
Class Rank,comedies,2018,0.0,Mixed,class rank,netflix_titles.csv,10285.0
Classic Legends,"docuseries, international tv shows",2012,0.0,Mixed,classic legends,netflix_titles.csv,10286.0
Cleopatra Jones,"action & adventure, classic movies",1973,0.0,Mixed,cleopatra jones,netflix_titles.csv,10287.0
Click,"comedies, sci-fi & fantasy",2006,0.0,Mixed,click,netflix_titles.csv,10288.0
Click for Murder,"british tv shows, crime tv shows, docuseries",2017,0.0,Mixed,click for murder,netflix_titles.csv,10289.0
Clive Davis: The Soundtrack of Our Lives,"documentaries, music & musicals",2017,0.0,Mixed,clive davis the soundtrack of our lives,netflix_titles.csv,10290.0
Closed Circuit,"dramas, thrillers",2013,0.0,Mixed,closed circuit,netflix_titles.csv,10291.0
Cloud Atlas,"action & adventure, cult movies, dramas",2012,0.0,Mixed,cloud atlas,netflix_titles.csv,10292.0
Clouds of Sils Maria,"dramas, international movies",2014,0.0,Mixed,clouds of sils maria,netflix_titles.csv,10293.0
Cloverfield,"action & adventure, horror movies, sci-fi & fantasy",2008,0.0,Mixed,cloverfield,netflix_titles.csv,10294.0
Club Friday The Series 6,"international tv shows, romantic tv shows, tv dramas",2015,0.0,Mixed,club friday the series 6,netflix_titles.csv,10295.0
Club Friday The Series 7,"international tv shows, romantic tv shows, tv dramas",2016,0.0,Mixed,club friday the series 7,netflix_titles.csv,10296.0
Club Friday The Series 8,"international tv shows, romantic tv shows, tv comedies",2017,0.0,Mixed,club friday the series 8,netflix_titles.csv,10297.0
Club Friday To Be Continued - Friend & Enemy,"international tv shows, romantic tv shows, tv dramas",2016,0.0,Mixed,club friday to be continued  friend  enemy,netflix_titles.csv,10298.0
Club Friday To Be Continued - My Beautiful Tomboy,"international tv shows, romantic tv shows, tv comedies",2016,0.0,Mixed,club friday to be continued  my beautiful tomboy,netflix_titles.csv,10299.0
Club Friday To Be Continued - The Promise,"international tv shows, romantic tv shows, tv dramas",2016,0.0,Mixed,club friday to be continued  the promise,netflix_titles.csv,10300.0
Coach Carter,"dramas, sports movies",2005,0.0,Mixed,coach carter,netflix_titles.csv,10301.0
Code Name: The Cleaner,"action & adventure, comedies",2007,0.0,Mixed,code name the cleaner,netflix_titles.csv,10302.0
Coffee with D,"comedies, independent movies, international movies",2017,0.0,Mixed,coffee with d,netflix_titles.csv,10303.0
Cold Case Files,"crime tv shows, docuseries",2017,0.0,Mixed,cold case files,netflix_titles.csv,10304.0
Cold Case Files Classic,"crime tv shows, docuseries",1999,0.0,Mixed,cold case files classic,netflix_titles.csv,10305.0
Colkatay Columbus,"comedies, dramas, independent movies",2016,0.0,Mixed,colkatay columbus,netflix_titles.csv,10306.0
Colonia,"dramas, independent movies, international movies",2015,0.0,Mixed,colonia,netflix_titles.csv,10307.0
Colours of Passion,"dramas, international movies",2008,0.0,Mixed,colours of passion,netflix_titles.csv,10308.0
Come and Find Me,"dramas, thrillers",2016,0.0,Mixed,come and find me,netflix_titles.csv,10309.0
Comedy Bang! Bang!,"stand-up comedy & talk shows, tv comedies",2016,0.0,Mixed,comedy bang bang,netflix_titles.csv,10310.0
Comedy High School,"international tv shows, tv comedies",2018,0.0,Mixed,comedy high school,netflix_titles.csv,10311.0
Command and Control,documentaries,2017,0.0,Mixed,command and control,netflix_titles.csv,10312.0
Company,"action & adventure, dramas, international movies",2002,0.0,Mixed,company,netflix_titles.csv,10313.0
Compulsion,"dramas, thrillers",2016,0.0,Mixed,compulsion,netflix_titles.csv,10314.0
Conan Without Borders,"docuseries, tv comedies",2018,0.0,Mixed,conan without borders,netflix_titles.csv,10315.0
Concrete Football,"documentaries, international movies, sports movies",2016,0.0,Mixed,concrete football,netflix_titles.csv,10316.0
Concussion,"dramas, independent movies, lgbtq movies",2013,0.0,Mixed,concussion,netflix_titles.csv,10317.0
Conjuring Spirit,"horror movies, international movies, thrillers",2014,0.0,Mixed,conjuring spirit,netflix_titles.csv,10318.0
Conor McGregor: Notorious,"documentaries, sports movies",2017,0.0,Mixed,conor mcgregor notorious,netflix_titles.csv,10319.0
Consequences ,"dramas, international movies, thrillers",2014,0.0,Mixed,consequences,netflix_titles.csv,10320.0
Contract,"action & adventure, dramas, independent movies",2008,0.0,Mixed,contract,netflix_titles.csv,10321.0
Convict,"dramas, international movies",2014,0.0,Mixed,convict,netflix_titles.csv,10322.0
Cooking on High,reality tv,2018,0.0,Mixed,cooking on high,netflix_titles.csv,10323.0
Cool Hand Luke,"classic movies, dramas",1967,0.0,Mixed,cool hand luke,netflix_titles.csv,1276.0
Cop and a Half: New Recruit,"children & family movies, comedies",2017,0.0,Mixed,cop and a half new recruit,netflix_titles.csv,10324.0
Cop Watchers,"documentaries, international movies",2016,0.0,Mixed,cop watchers,netflix_titles.csv,10325.0
Coraline,children & family movies,2009,0.0,Mixed,coraline,netflix_titles.csv,10326.0
Counterfeiting in Suburbia,"dramas, thrillers",2018,0.0,Mixed,counterfeiting in suburbia,netflix_titles.csv,10327.0
Court Justice,"crime tv shows, docuseries, international tv shows",2017,0.0,Mixed,court justice,netflix_titles.csv,10328.0
Covered: Alive in Asia,"documentaries, faith & spirituality, music & musicals",2016,0.0,Mixed,covered alive in asia,netflix_titles.csv,10329.0
Crash,"dramas, independent movies",2004,0.0,Mixed,crash,netflix_titles.csv,1483.0
CRD,"comedies, dramas, independent movies",2016,0.0,Mixed,crd,netflix_titles.csv,10330.0
Crime Time,"crime tv shows, international tv shows, tv action & adventure",2017,0.0,Mixed,crime time,netflix_titles.csv,10331.0
"Crouching Tiger, Hidden Dragon","action & adventure, international movies, romantic movies",2000,0.0,Mixed,crouching tiger hidden dragon,netflix_titles.csv,10332.0
Cult of Chucky,horror movies,2017,0.0,Mixed,cult of chucky,netflix_titles.csv,10333.0
Cutie and the Boxer,documentaries,2013,0.0,Mixed,cutie and the boxer,netflix_titles.csv,10334.0
Daagdi Chaawl,"action & adventure, dramas, international movies",2015,0.0,Mixed,daagdi chaawl,netflix_titles.csv,10335.0
Dabbe 6: The Return,"horror movies, international movies",2015,0.0,Mixed,dabbe 6 the return,netflix_titles.csv,10336.0
Dad,dramas,1989,0.0,Mixed,dad,netflix_titles.csv,10337.0
Dad's Army,"british tv shows, classic & cult tv, tv comedies",1977,0.0,Mixed,dads army,netflix_titles.csv,10338.0
Daddy Day Care,"children & family movies, comedies",2003,0.0,Mixed,daddy day care,netflix_titles.csv,10339.0
Daddy Issues,"dramas, independent movies, lgbtq movies",2019,0.0,Mixed,daddy issues,netflix_titles.csv,10340.0
Daemonium,"action & adventure, horror movies, international movies",2015,0.0,Mixed,daemonium,netflix_titles.csv,10341.0
Daffedar,"dramas, international movies",2017,0.0,Mixed,daffedar,netflix_titles.csv,10342.0
